RespId,weight_PID,complete_status,Q1_1,Q1_2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_7,Q3_8,Q4,Q5,QPID,PPWORKA,ABCAGE,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,xspanish,xparty4,xurbanicity,Contact
260840050,.6139,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Joe Biden,Better than you expected,A Democrat,Other,30-49,48,Some college,Some college or Associate degree,"2+ Races, Non-Hispanic",Male,6. Six or more,Building with 2 or more apartments,"$25,000 to $49,999",Now Married,Metro,West,Mountain,Rented for cash,Nevada,Not working,3,3,English,Democrat,Suburban,"Yes, I am willing to be interviewed"
260840051,.8441,qualified,Favorable,No opinion,Skipped,Disapprove,Skipped,Disapprove,Disapprove,Skipped,Disapprove,Skipped,Skipped,Skipped,Disapprove,Skipped,Skipped,Approve,Disapprove,Skipped,Neither,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Retired,50-64,62,Some college,Some college or Associate degree,"Black, Non-Hispanic",Female,1,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Illinois,Working part-time,1,0,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840052,.5365,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,78,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family condo or townhouse attached to other units,"$150,000 or more",Now Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Arizona,Not working,2,0,English,Democrat,Suburban,"No, I am not willing to be interviewed"
260840053,.8935,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Neither,Better than you expected,An independent,Retired,65+,78,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,5,A one-family house detached from any other house,"$150,000 or more",Divorced,Metro,NorthEast,New England,Owned or being bought by you or someone in your household,Massachusetts,Not working,3,2,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840054,.826,qualified,Unfavorable,No opinion,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Skipped,Neither,"Didn’t read, see, or hear about the State of the Union address",Something else,Employed full-time (by someone else),50-64,61,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$25,000 to $49,999",Never married,Metro,West,Pacific,Rented for cash,California,Working full-time,1,0,English,Something else,Suburban,"No, I am not willing to be interviewed"
260840055,.6549,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Retired,65+,75,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Colorado,Not working,2,0,English,Republican,Urban,"No, I am not willing to be interviewed"
260840056,.5778,qualified,Favorable,Unfavorable,Skipped,Skipped,Skipped,Skipped,Approve,Approve,Approve,Approve,Approve,Disapprove,Skipped,Disapprove,Skipped,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Employed full-time (by someone else),30-49,44,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,One-family condo or townhouse attached to other units,"$150,000 or more",Now Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,California,Working full-time,2,2,English,Democrat,Urban,"Yes, I am willing to be interviewed"
260840057,1.0067,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,An independent,Retired,65+,67,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$50,000 to $74,999",Divorced,Non-Metro,West,Mountain,Owned or being bought by you or someone in your household,Arizona,Not working,1,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840058,.8302,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,Something else,Employed full-time (by someone else),50-64,53,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Non-Metro,West,Pacific,Rented for cash,Oregon,Working full-time,2,0,English,Something else,Rural,"No, I am not willing to be interviewed"
260840059,1.0099,qualified,Favorable,Unfavorable,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,The same as you expected,An independent,Employed full-time (by someone else),30-49,40,Bachelors degree or higher,Master’s degree or above,Hispanic,Male,3,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Working full-time,2,1,English,Independent,Urban,"Yes, I am willing to be interviewed"
260840060,1.3595,qualified,Unfavorable,Unfavorable,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Neither,The same as you expected,An independent,Employed full-time (by someone else),50-64,54,Some college,Some college or Associate degree,Hispanic,Male,4,Building with 2 or more apartments,"$50,000 to $74,999",Now Married,Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Illinois,Working full-time,2,2,English,Independent,Urban,"No, I am not willing to be interviewed"
260840061,.8347,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Homemaker,30-49,44,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,6. Six or more,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,North Carolina,Not working,5,1,English,Republican,Rural,"Yes, I am willing to be interviewed"
260840062,.9221,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Retired,65+,73,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,A one-family house detached from any other house,"$75,000 to $99,999",Divorced,Non-Metro,MidWest,East North Central,Owned or being bought by you or someone in your household,Ohio,Not working,1,0,English,Republican,Rural,"No, I am not willing to be interviewed"
260840063,.7551,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,84,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$10,000 to $24,999",Never married,Metro,West,Mountain,Owned or being bought by you or someone in your household,New Mexico,Not working,1,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840064,1.0099,qualified,Favorable,Unfavorable,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,An independent,Employed full-time (by someone else),30-49,34,Bachelors degree or higher,Bachelor’s degree,Hispanic,Male,2,Building with 2 or more apartments,"$100,000 to $149,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Working full-time,2,0,English,Independent,Suburban,"No, I am not willing to be interviewed"
260840065,.9609,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,"Didn’t read, see, or hear about the State of the Union address",A Democrat,Currently laid off,50-64,64,Less than high school,No high school diploma or GED,"Black, Non-Hispanic",Male,6. Six or more,Building with 2 or more apartments,"$25,000 to $49,999",Divorced,Metro,MidWest,East North Central,Rented for cash,Illinois,Not working,6. Six or more,0,English,Democrat,Urban,"No, I am not willing to be interviewed"
260840066,.5147,qualified,Favorable,Unfavorable,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Skipped,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Joe Biden,Better than you expected,A Democrat,Retired,65+,73,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,A one-family house detached from any other house,"$25,000 to $49,999",Divorced,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,Pennsylvania,Not working,1,0,English,Democrat,Suburban,"Yes, I am willing to be interviewed"
260840067,1.3637,qualified,Unfavorable,Unfavorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Neither,The same as you expected,An independent,Employed full-time (by someone else),50-64,50,Some college,Some college or Associate degree,"Black, Non-Hispanic",Male,6. Six or more,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,West South Central,Rented for cash,Texas,Working full-time,6. Six or more,2,English,Independent,Suburban,"Yes, I am willing to be interviewed"
260840068,.9983,qualified,Unfavorable,Don’t know,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Donald Trump,Worse than you expected,An independent,Homemaker,50-64,63,Bachelors degree or higher,Bachelor’s degree,"White, Non-Hispanic",Female,6. Six or more,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Metro,West,Mountain,Owned or being bought by you or someone in your household,Colorado,Not working,4,2,English,Independent,Suburban,"Yes, I am willing to be interviewed"
260840069,.8113,qualified,Unfavorable,Unfavorable,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Disapprove,Approve,Approve,Disapprove,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Employed full-time (by someone else),30-49,38,Bachelors degree or higher,Master’s degree or above,"White, Non-Hispanic",Female,4,A one-family house detached from any other house,"$100,000 to $149,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Virginia,Working full-time,2,2,English,Republican,Suburban,"No, I am not willing to be interviewed"
260840070,1.1517,qualified,Unfavorable,No opinion,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Disapprove,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",An independent,Employed full-time (by someone else),30-49,47,Bachelors degree or higher,Master’s degree or above,Hispanic,Male,2,A one-family house detached from any other house,"$150,000 or more",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Georgia,Working full-time,2,0,English,Something else,Suburban,"Yes, I am willing to be interviewed"
260840071,.8026,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,"Didn’t read, see, or hear about the State of the Union address",A Republican,Retired,65+,71,Less than high school,No high school diploma or GED,"White, Non-Hispanic",Female,2,A one-family house detached from any other house,"$50,000 to $74,999",Now Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,Florida,Not working,2,0,English,Republican,Suburban,"Yes, I am willing to be interviewed"
260840072,.8649,qualified,Unfavorable,Favorable,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Approve,Approve,Approve,Approve,Approve,Approve,Donald Trump,The same as you expected,A Republican,Retired,65+,67,High school,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,A one-family house detached from any other house,"$75,000 to $99,999",Now Married,Metro,NorthEast,Middle Atlantic,Owned or being bought by you or someone in your household,Pennsylvania,Not working,2,0,English,Republican,Suburban,"No, I am not willing to be interviewed"
